id,annual_usage,min_order_quantity,bracket_pricing,quantity,quote_year,cost
88,5,0,Yes,3,-2.65060066203317,27.9596935283742
89,5,0,Yes,4,-2.65060066203317,22.5931016063609
90,5,0,Yes,6,-2.65060066203317,16.575507864881
91,0,0,Yes,1,0.349829185880456,28.646862115589
92,0,0,Yes,2,0.349829185880456,16.7869443532547
93,0,0,Yes,5,0.349829185880456,9.67043728404266
94,0,0,Yes,10,0.349829185880456,7.30012296701034
95,0,0,Yes,25,0.349829185880456,5.87570872954491
96,0,0,Yes,50,0.349829185880456,5.46952810714266
97,0,0,Yes,100,0.349829185880456,5.28034809122928
98,0,0,Yes,250,0.349829185880456,5.16906572892729
99,2,0,Yes,2,0.724882916869659,11.9155589434853
100,2,0,Yes,4,0.724882916869659,8.64663955086438
101,2,0,Yes,6,0.724882916869659,7.22778943151405
102,2,0,Yes,8,0.724882916869659,6.45159495445769
103,0,0,Yes,1,0.349829185880456,21.3217006170607
104,0,0,Yes,2,0.349829185880456,11.7569815772049
105,0,0,Yes,5,0.349829185880456,6.02037580053749
106,0,0,Yes,10,0.349829185880456,4.10631916894332
107,0,0,Yes,25,0.349829185880456,2.9573287781753
108,0,0,Yes,50,0.349829185880456,2.64295610467219
109,0,0,Yes,100,0.349829185880456,2.50107109273716
110,0,0,Yes,250,0.349829185880456,2.41760932101067
111,200,60,No,60,0.724882916869659,2.37587843514742
112,200,40,No,40,0.724882916869659,1.54960689505517
113,300,60,No,60,0.724882916869659,2.18391636017649
114,8821,1,No,1,-4.90092304796838,1.26305481212755
115,701,1,Yes,1,-3.77576185500077,4.78792363804299
116,115,1,No,1,-4.52586931697918,10.7470941393144
117,0,0,Yes,1,0.349829185880456,22.5068577755769
118,0,0,Yes,2,0.349829185880456,12.9421387357211
119,0,0,Yes,5,0.349829185880456,7.2027508999961
120,0,0,Yes,10,0.349829185880456,5.29147632745948
121,0,0,Yes,25,0.349829185880456,4.14248593669146
122,0,0,Yes,50,0.349829185880456,3.8253312041308
123,0,0,Yes,100,0.349829185880456,3.68622825125332
124,0,0,Yes,250,0.349829185880456,3.59998442046928
125,5,0,Yes,3,-0.0252245451087462,35.3043294403054
126,5,0,Yes,6,-0.0252245451087462,23.1578595950435
127,5,0,Yes,9,-0.0252245451087462,18.792808933748
128,5,0,Yes,12,-0.0252245451087462,16.2472248960901
129,0,0,Yes,1,0.349829185880456,21.6054706409308
130,0,0,Yes,2,0.349829185880456,12.040751601075
131,0,0,Yes,5,0.349829185880456,6.30136376535001
132,0,0,Yes,10,0.349829185880456,4.38730713375583
133,0,0,Yes,25,0.349829185880456,3.24109880204537
134,0,0,Yes,50,0.349829185880456,2.92394406948471
135,0,0,Yes,100,0.349829185880456,2.78205905754967
136,0,0,Yes,250,0.349829185880456,2.69859728582318
137,0,0,Yes,1,0.349829185880456,21.5387012235496
138,0,0,Yes,2,0.349829185880456,11.9739821836938
139,0,0,Yes,5,0.349829185880456,6.23459434796882
140,0,0,Yes,10,0.349829185880456,4.32053771637464
141,0,0,Yes,25,0.349829185880456,3.17432938466418
142,0,0,Yes,50,0.349829185880456,2.85717465210351
143,0,0,Yes,100,0.349829185880456,2.71807169922603
144,0,0,Yes,250,0.349829185880456,2.63182786844199
145,0,0,Yes,1,0.349829185880456,21.4914062195712
146,0,0,Yes,2,0.349829185880456,11.9266871797154
147,0,0,Yes,5,0.349829185880456,6.18729934399047
148,0,0,Yes,10,0.349829185880456,4.2732427123963
149,0,0,Yes,25,0.349829185880456,3.12703438068583
150,0,0,Yes,50,0.349829185880456,2.80987964812517
151,0,0,Yes,100,0.349829185880456,2.66799463619014
152,0,0,Yes,250,0.349829185880456,2.58453286446365
153,0,0,Yes,1,0.349829185880456,21.4914062195712
154,0,0,Yes,2,0.349829185880456,11.9266871797154
155,0,0,Yes,5,0.349829185880456,6.18729934399047
156,0,0,Yes,10,0.349829185880456,4.2732427123963
157,0,0,Yes,25,0.349829185880456,3.12703438068583
158,0,0,Yes,50,0.349829185880456,2.80987964812517
159,0,0,Yes,100,0.349829185880456,2.66799463619014
160,0,0,Yes,250,0.349829185880456,2.58453286446365
161,0,0,Yes,1,0.349829185880456,21.5971244637581
162,0,0,Yes,2,0.349829185880456,12.0324054239023
163,0,0,Yes,5,0.349829185880456,6.29301758817736
164,0,0,Yes,10,0.349829185880456,4.37896095658319
165,0,0,Yes,25,0.349829185880456,3.23275262487272
166,0,0,Yes,50,0.349829185880456,2.91559789231206
167,0,0,Yes,100,0.349829185880456,2.77371288037702
168,0,0,Yes,250,0.349829185880456,2.69025110865053
169,0,0,Yes,1,0.349829185880456,21.5637397550675
170,0,0,Yes,2,0.349829185880456,11.9990207152117
171,0,0,Yes,5,0.349829185880456,6.25963287948677
172,0,0,Yes,10,0.349829185880456,4.34557624789259
173,0,0,Yes,25,0.349829185880456,3.19936791618212
174,0,0,Yes,50,0.349829185880456,2.88221318362146
175,0,0,Yes,100,0.349829185880456,2.74311023074398
176,0,0,Yes,250,0.349829185880456,2.65686639995994
177,0,0,Yes,1,0.349829185880456,21.1909438413559
178,0,0,Yes,2,0.349829185880456,11.6262248015001
179,0,0,Yes,5,0.349829185880456,5.88683696577511
180,0,0,Yes,10,0.349829185880456,3.97556239323848
181,0,0,Yes,25,0.349829185880456,2.82657200247047
182,0,0,Yes,50,0.349829185880456,2.51219932896735
183,0,0,Yes,100,0.349829185880456,2.37031431703232
184,0,0,Yes,250,0.349829185880456,2.28685254530583
185,0,0,Yes,1,0.349829185880456,21.2159823728738
186,0,0,Yes,2,0.349829185880456,11.651263333018
187,0,0,Yes,5,0.349829185880456,5.91187549729306
188,0,0,Yes,10,0.349829185880456,4.00060092475643
189,0,0,Yes,25,0.349829185880456,2.85161053398842
190,0,0,Yes,50,0.349829185880456,2.5372378604853
191,0,0,Yes,100,0.349829185880456,2.39535284855027
192,0,0,Yes,250,0.349829185880456,2.30910901776623
193,8,8,No,8,-0.400278276097949,7.56163651842001
194,0,0,Yes,1,0.349829185880456,21.5387012235496
195,0,0,Yes,2,0.349829185880456,11.9739821836938
196,0,0,Yes,5,0.349829185880456,6.23459434796882
197,0,0,Yes,10,0.349829185880456,4.32053771637464
198,0,0,Yes,25,0.349829185880456,3.17432938466418
199,0,0,Yes,50,0.349829185880456,2.85717465210351
200,0,0,Yes,100,0.349829185880456,2.71807169922603
201,0,0,Yes,250,0.349829185880456,2.63182786844199
202,0,0,Yes,1,0.349829185880456,21.5720859322402
203,0,0,Yes,2,0.349829185880456,12.0073668923844
204,0,0,Yes,5,0.349829185880456,6.26797905665941
205,0,0,Yes,10,0.349829185880456,4.35392242506524
206,0,0,Yes,25,0.349829185880456,3.20771409335477
207,0,0,Yes,50,0.349829185880456,2.89055936079411
208,0,0,Yes,100,0.349829185880456,2.75145640791663
209,0,0,Yes,250,0.349829185880456,2.66521257713259
210,0,0,Yes,1,0.349829185880456,21.5971244637581
211,0,0,Yes,2,0.349829185880456,12.0324054239023
212,0,0,Yes,5,0.349829185880456,6.29301758817736
213,0,0,Yes,10,0.349829185880456,4.37896095658319
214,0,0,Yes,25,0.349829185880456,3.23275262487272
215,0,0,Yes,50,0.349829185880456,2.91559789231206
216,0,0,Yes,100,0.349829185880456,2.77371288037702
217,0,0,Yes,250,0.349829185880456,2.69025110865053
218,0,0,Yes,1,0.349829185880456,21.3801238572692
219,0,0,Yes,2,0.349829185880456,11.8154048174135
220,0,0,Yes,5,0.349829185880456,6.07879904074604
221,0,0,Yes,10,0.349829185880456,4.16474240915186
222,0,0,Yes,25,0.349829185880456,3.0185340774414
223,0,0,Yes,50,0.349829185880456,2.70137934488073
224,0,0,Yes,100,0.349829185880456,2.5594943329457
225,0,0,Yes,250,0.349829185880456,2.47603256121921
226,0,0,Yes,1,0.349829185880456,27.3420764175982
227,0,0,Yes,2,0.349829185880456,17.1513940897937
228,0,0,Yes,5,0.349829185880456,11.0364282812996
229,0,0,Yes,10,0.349829185880456,8.99996105117319
230,0,0,Yes,25,0.349829185880456,7.77585506585134
231,0,0,Yes,50,0.349829185880456,7.43644386083028
232,0,0,Yes,100,0.349829185880456,7.2806485536075
233,0,0,Yes,250,0.349829185880456,7.18884060470836
234,5,1,No,1,-2.65060066203317,7.09425059675167
235,1,0,Yes,1,0.349829185880456,29.487043950969
236,1,0,Yes,6,0.349829185880456,7.93165037307412
237,1,0,Yes,20,0.349829185880456,3.95330592077809
238,2,0,Yes,2,-0.0252245451087462,107.83817318874
239,2,0,Yes,4,-0.0252245451087462,61.9648013888039
240,2,0,Yes,6,-0.0252245451087462,46.427001552389
241,2,0,Yes,8,-0.0252245451087462,38.840326502451
242,2,0,Yes,10,-0.0252245451087462,34.2888778842997
243,5,0,Yes,2,-0.0252245451087462,23.5584760993306
244,5,0,Yes,4,-0.0252245451087462,20.6150576164431
245,5,0,Yes,6,-0.0252245451087462,18.8456680558415
246,5,0,Yes,8,-0.0252245451087462,17.668857074498
247,0,0,Yes,1,0.349829185880456,31.2369590981677
248,0,0,Yes,2,0.349829185880456,21.0462767703633
249,0,0,Yes,5,0.349829185880456,14.9340930209266
250,0,0,Yes,10,0.349829185880456,12.8948437317427
251,0,0,Yes,25,0.349829185880456,11.6735198054784
252,0,0,Yes,50,0.349829185880456,11.3313265413998
253,0,0,Yes,100,0.349829185880456,11.1783132932346
254,0,0,Yes,250,0.349829185880456,11.0865053443354
255,791,10,Yes,1,-3.77576185500077,1.30756775704835
256,150,1,Yes,1,0.724882916869659,5.63923370965319
257,1,0,Yes,1,0.349829185880456,24.9912365139687
258,1,0,Yes,6,0.349829185880456,5.26921985499908
259,1,0,Yes,20,0.349829185880456,1.62750454866656
260,0,0,Yes,1,0.349829185880456,21.6555477039667
261,0,0,Yes,2,0.349829185880456,12.0908286641109
262,0,0,Yes,5,0.349829185880456,6.3514408283859
263,0,0,Yes,10,0.349829185880456,4.44016625584928
264,0,0,Yes,25,0.349829185880456,3.29117586508126
265,0,0,Yes,50,0.349829185880456,2.97680319157815
266,0,0,Yes,100,0.349829185880456,2.83491817964312
267,0,0,Yes,250,0.349829185880456,2.74867434885908
268,0,0,Yes,1,0.349829185880456,21.4663676880533
269,0,0,Yes,2,0.349829185880456,11.9016486481975
270,0,0,Yes,5,0.349829185880456,6.16504287153008
271,0,0,Yes,10,0.349829185880456,4.2509862399359
272,0,0,Yes,25,0.349829185880456,3.10199584916789
273,0,0,Yes,50,0.349829185880456,2.78762317566477
274,0,0,Yes,100,0.349829185880456,2.64573816372974
275,0,0,Yes,250,0.349829185880456,2.56227639200325
276,0,0,Yes,1,0.349829185880456,21.4663676880533
277,0,0,Yes,2,0.349829185880456,11.9016486481975
278,0,0,Yes,5,0.349829185880456,6.16504287153008
279,0,0,Yes,10,0.349829185880456,4.2509862399359
280,0,0,Yes,25,0.349829185880456,3.10199584916789
281,0,0,Yes,50,0.349829185880456,2.78762317566477
282,0,0,Yes,100,0.349829185880456,2.64573816372974
283,0,0,Yes,250,0.349829185880456,2.56227639200325
284,0,0,Yes,1,0.349829185880456,28.5244515170568
285,0,0,Yes,2,0.349829185880456,16.6645337547225
286,0,0,Yes,5,0.349829185880456,9.54802668551048
287,0,0,Yes,10,0.349829185880456,7.17771236847816
288,0,0,Yes,25,0.349829185880456,5.75329813101272
289,0,0,Yes,50,0.349829185880456,5.34433544955292
290,0,0,Yes,100,0.349829185880456,5.15793749269709
291,0,0,Yes,250,0.349829185880456,5.04665513039511
292,0,0,Yes,1,0.349829185880456,28.5717465210351
293,0,0,Yes,2,0.349829185880456,16.7118287587009
294,0,0,Yes,5,0.349829185880456,9.59532168948882
295,0,0,Yes,10,0.349829185880456,7.22222531339895
296,0,0,Yes,25,0.349829185880456,5.80059313499107
297,0,0,Yes,50,0.349829185880456,5.39163045353127
298,0,0,Yes,100,0.349829185880456,5.20523249667544
299,0,0,Yes,250,0.349829185880456,5.09395013437345
300,1,0,Yes,5,-0.0252245451087462,25.3362118371049
301,1,0,Yes,10,-0.0252245451087462,15.7937492697095
302,1,0,Yes,15,-0.0252245451087462,12.6138557669302
303,1,0,Yes,20,-0.0252245451087462,11.0225179860118
304,0,0,Yes,1,-4.15081558598998,14.1551164848127
305,0,0,Yes,2,-4.15081558598998,9.16688459462618
306,0,0,Yes,3,-4.15081558598998,7.45870033329067
307,0,0,Yes,5,-4.15081558598998,6.14556845812723
308,0,0,Yes,10,-4.15081558598998,5.1301169021216
309,0,0,Yes,20,-4.15081558598998,4.62656421270511
310,0,0,Yes,1,0.349829185880456,28.2351173750716
311,0,0,Yes,2,0.349829185880456,16.3751996127374
312,0,0,Yes,5,0.349829185880456,9.25869254352531
313,0,0,Yes,10,0.349829185880456,6.88837822649299
314,0,0,Yes,25,0.349829185880456,5.46396398902756
315,0,0,Yes,50,0.349829185880456,5.05778336662531
316,0,0,Yes,100,0.349829185880456,4.86860335071193
317,0,0,Yes,250,0.349829185880456,4.75732098840994
318,100,1,Yes,1,-0.400278276097949,3.47479176287954
319,3223,1,Yes,1,-0.400278276097949,1.64697896206941
320,1384,10,Yes,1,-1.15038573807635,2.35640402174457
321,18,0,Yes,10,-0.400278276097949,22.2147415745341
322,18,0,Yes,15,-0.400278276097949,18.008268279519
323,18,0,Yes,20,-0.400278276097949,15.9050316320115
324,18,0,Yes,25,-0.400278276097949,14.6419768198839
325,18,0,Yes,30,-0.400278276097949,13.8017949845039
326,4,0,Yes,1,-1.15038573807635,259.85544421137
327,4,0,Yes,2,-1.15038573807635,141.612370147393
328,4,0,Yes,3,-1.15038573807635,102.198939479087
329,0,0,Yes,1,0.349829185880456,21.9921768499302
330,0,0,Yes,2,0.349829185880456,12.4274578100744
331,0,0,Yes,5,0.349829185880456,6.68806997434941
332,0,0,Yes,10,0.349829185880456,4.77679540181279
333,0,0,Yes,25,0.349829185880456,3.62780501104477
334,0,0,Yes,50,0.349829185880456,3.31343233754166
335,0,0,Yes,100,0.349829185880456,3.17154732560663
336,0,0,Yes,250,0.349829185880456,3.08530349482259
337,0,0,Yes,1,0.349829185880456,22.067292444484
338,0,0,Yes,2,0.349829185880456,12.5025734046282
339,0,0,Yes,5,0.349829185880456,6.76318556890326
340,0,0,Yes,10,0.349829185880456,4.84912893730908
341,0,0,Yes,25,0.349829185880456,3.70292060559862
342,0,0,Yes,50,0.349829185880456,3.38576587303795
343,0,0,Yes,100,0.349829185880456,3.24666292016047
344,0,0,Yes,250,0.349829185880456,3.16041908937643
345,0,0,Yes,1,0.349829185880456,21.8280353655347
346,0,0,Yes,2,0.349829185880456,12.263316325679
347,0,0,Yes,5,0.349829185880456,6.52392848995398
348,0,0,Yes,10,0.349829185880456,4.61265391741736
349,0,0,Yes,25,0.349829185880456,3.46366352664934
350,0,0,Yes,50,0.349829185880456,3.14929085314623
351,0,0,Yes,100,0.349829185880456,3.0074058412112
352,0,0,Yes,250,0.349829185880456,2.92394406948471
353,0,0,Yes,1,0.349829185880456,21.7612659481535
354,0,0,Yes,2,0.349829185880456,12.1965469082978
355,0,0,Yes,5,0.349829185880456,6.45715907257279
356,0,0,Yes,10,0.349829185880456,4.54588450003617
357,0,0,Yes,25,0.349829185880456,3.39689410926815
358,0,0,Yes,50,0.349829185880456,3.08252143576504
359,0,0,Yes,100,0.349829185880456,2.94063642383
360,0,0,Yes,250,0.349829185880456,2.85717465210351
361,0,0,Yes,1,0.349829185880456,21.8280353655347
362,0,0,Yes,2,0.349829185880456,12.263316325679
363,0,0,Yes,5,0.349829185880456,6.52392848995398
364,0,0,Yes,10,0.349829185880456,4.61265391741736
365,0,0,Yes,25,0.349829185880456,3.46366352664934
366,0,0,Yes,50,0.349829185880456,3.14929085314623
367,0,0,Yes,100,0.349829185880456,3.0074058412112
368,0,0,Yes,250,0.349829185880456,2.92394406948471
369,0,0,Yes,1,0.349829185880456,21.4747138652259
370,0,0,Yes,2,0.349829185880456,11.9099948253702
371,0,0,Yes,5,0.349829185880456,6.17338904870273
372,0,0,Yes,10,0.349829185880456,4.25933241710855
373,0,0,Yes,25,0.349829185880456,3.11034202634053
374,0,0,Yes,50,0.349829185880456,2.79596935283742
375,0,0,Yes,100,0.349829185880456,2.65408434090239
376,0,0,Yes,250,0.349829185880456,2.5706225691759
377,0,0,Yes,5,-6.40113797192519,18.4645259649572
378,0,0,Yes,10,-6.40113797192519,12.9004078498578
379,0,0,Yes,15,-6.40113797192519,11.0475565175298
380,0,0,Yes,20,-6.40113797192519,10.1183487923082
381,1,0,Yes,1,0.349829185880456,12.2521880894488
382,1,0,Yes,2,0.349829185880456,8.5464854247926
383,1,0,Yes,3,0.349829185880456,7.59780328616816
384,1,0,Yes,4,0.349829185880456,6.40986406859445
385,1,0,Yes,5,0.349829185880456,5.69765694986173
386,1,0,Yes,1,0.349829185880456,25.7006615736439
387,1,0,Yes,2,0.349829185880456,15.5099792458394
388,1,0,Yes,5,0.349829185880456,9.3977954964028
389,1,0,Yes,10,0.349829185880456,7.35854620721889
390,1,0,Yes,25,0.349829185880456,6.13444022189703
391,1,0,Yes,50,0.349829185880456,5.79502901687597
392,1,0,Yes,100,0.349829185880456,5.64201576871074
393,1,0,Yes,250,0.349829185880456,5.5502078198116
394,0,0,Yes,1,0.349829185880456,21.6277271133912
395,0,0,Yes,2,0.349829185880456,12.0630080735354
396,0,0,Yes,5,0.349829185880456,6.32362023781041
397,0,0,Yes,10,0.349829185880456,4.40956360621623
398,0,0,Yes,25,0.349829185880456,3.26335527450577
399,0,0,Yes,50,0.349829185880456,2.9462005419451
400,0,0,Yes,100,0.349829185880456,2.80431553001007
401,0,0,Yes,250,0.349829185880456,2.72085375828358
402,2,0,Yes,3,-0.775332007087152,50.4943718945266
403,2,0,Yes,5,-0.775332007087152,32.3581288983602
404,2,0,Yes,10,-0.775332007087152,19.0598866032728
405,0,1,No,1,-7.1512454339036,0.93477184333669
406,300,1,Yes,1,-7.1512454339036,1.99195428520557
407,450,1,No,1,-1.52543946906556,9.45621873661134
408,100,40,No,40,0.724882916869659,3.04079054990179
409,1,0,Yes,1,0.349829185880456,24.6907741357534
410,1,0,Yes,2,0.349829185880456,14.5000918079489
411,1,0,Yes,5,0.349829185880456,8.38512599945472
412,1,0,Yes,10,0.349829185880456,6.3458767102708
413,1,0,Yes,25,0.349829185880456,5.1245527840065
414,1,0,Yes,50,0.349829185880456,4.78235951992789
415,1,0,Yes,100,0.349829185880456,4.62934627176266
416,1,0,Yes,250,0.349829185880456,4.53753832286352
417,0,0,Yes,1,0.349829185880456,30.7028037591182
418,0,0,Yes,2,0.349829185880456,18.8428859967839
419,0,0,Yes,5,0.349829185880456,11.7291609866294
420,0,0,Yes,10,0.349829185880456,9.35606461053955
421,0,0,Yes,25,0.349829185880456,7.93165037307412
422,0,0,Yes,50,0.349829185880456,7.52546975067187
423,0,0,Yes,100,0.349829185880456,7.33907179381604
424,0,0,Yes,250,0.349829185880456,7.2250073724565
425,300,1,Yes,1,0.724882916869659,6.24572258419902
426,300,1,Yes,1,0.724882916869659,6.66303144283147
427,0,1,No,1,-4.15081558598998,11.7347251047445
428,6,0,Yes,3,-5.65103050994679,18.848450114899
429,6,0,Yes,5,-5.65103050994679,15.1371833321278
430,6,0,Yes,10,-5.65103050994679,12.3551242745781
431,6,0,Yes,15,-5.65103050994679,11.4259165493565
432,0,0,Yes,10,-4.15081558598998,22.6153580788213
433,0,0,Yes,15,-4.15081558598998,19.1489124931144
434,0,0,Yes,20,-4.15081558598998,17.415689700261
435,0,0,Yes,25,-4.15081558598998,16.0357884077163
436,1,0,Yes,1,0.349829185880456,22.3260239368361
437,1,0,Yes,2,0.349829185880456,12.7613048969804
438,1,0,Yes,5,0.349829185880456,7.02191706125538
439,1,0,Yes,10,0.349829185880456,5.1078604296612
440,1,0,Yes,25,0.349829185880456,3.96165209795074
441,1,0,Yes,50,0.349829185880456,3.64449736539007
442,1,0,Yes,100,0.349829185880456,3.50261235345504
443,1,0,Yes,250,0.349829185880456,3.41915058172855
444,0,0,Yes,1,0.349829185880456,21.2855338493126
445,0,0,Yes,2,0.349829185880456,11.7208148094568
446,0,0,Yes,5,0.349829185880456,5.9814269737318
447,0,0,Yes,10,0.349829185880456,4.06737034213762
448,0,0,Yes,25,0.349829185880456,2.92116201042716
449,0,0,Yes,50,0.349829185880456,2.60400727786649
450,0,0,Yes,100,0.349829185880456,2.46212226593146
451,0,0,Yes,250,0.349829185880456,2.37866049420497
452,151,0,Yes,1,0.349829185880456,27.3086917089076
453,151,0,Yes,2,0.349829185880456,17.1180093811031
454,151,0,Yes,5,0.349829185880456,11.003043572609
455,151,0,Yes,10,0.349829185880456,8.96379428342505
456,151,0,Yes,25,0.349829185880456,7.74247035716074
457,151,0,Yes,50,0.349829185880456,7.40027709308213
458,151,0,Yes,100,0.349829185880456,7.2472638449169
459,151,0,Yes,250,0.349829185880456,7.15545589601776
460,1,0,Yes,1,0.349829185880456,22.6598710237421
461,1,0,Yes,2,0.349829185880456,13.0951519838863
462,1,0,Yes,5,0.349829185880456,7.35576414816134
463,1,0,Yes,10,0.349829185880456,5.44170751656716
464,1,0,Yes,25,0.349829185880456,4.2954991848567
465,1,0,Yes,50,0.349829185880456,3.97834445229603
466,1,0,Yes,100,0.349829185880456,3.836459440361
467,1,0,Yes,250,0.349829185880456,3.75299766863451
468,800,1,Yes,1,-3.02565439302237,1.7137483794506
469,250,30,Yes,1,-0.0252245451087462,4.2732427123963
470,100,1,Yes,1,0.724882916869659,8.00676596762796
471,10,1,Yes,1,-3.40070812401157,23.0048463468782
472,6,0,Yes,2,-0.400278276097949,26.0289445424347
473,6,0,Yes,4,-0.400278276097949,20.245043761789
474,6,0,Yes,6,-0.400278276097949,17.3517023419373
475,6,0,Yes,8,-0.400278276097949,14.536258575697
476,0,0,Yes,1,0.349829185880456,27.5201281972814
477,0,0,Yes,2,0.349829185880456,17.3294458694769
478,0,0,Yes,5,0.349829185880456,11.2144800609827
479,0,0,Yes,10,0.349829185880456,9.17523077179882
480,0,0,Yes,25,0.349829185880456,7.95390684553452
481,0,0,Yes,50,0.349829185880456,7.61171358145591
482,0,0,Yes,100,0.349829185880456,7.45870033329067
483,0,0,Yes,250,0.349829185880456,7.36689238439154
484,1,1,Yes,1,-2.65060066203317,17.7940497320877
485,1,0,Yes,1,-0.0252245451087462,20.1421075766596
486,1,0,Yes,2,-0.0252245451087462,13.8351796931945
487,1,0,Yes,3,-0.0252245451087462,11.8710459985645
488,1,0,Yes,4,-0.0252245451087462,10.7331838440266
489,300,1,Yes,1,-0.400278276097949,2.19504459640669
490,300,10,Yes,1,-0.400278276097949,2.38700667137762
491,20,1,No,1,-2.27554693104396,6.88559616743544
492,200,1,Yes,1,-0.400278276097949,3.26057321544822
493,200,10,Yes,1,-0.400278276097949,3.54434323931828
494,48,1,No,1,-2.65060066203317,11.4509550808745
495,10,1,No,1,-0.400278276097949,8.1263945071026
