id,annual_usage,min_order_quantity,bracket_pricing,quantity,quote_year,num_parts,cost
158,0,0,Yes,50,0.351994946133529,2,1.33759760022109
159,0,0,Yes,100,0.351994946133529,2,1.29964509206767
160,0,0,Yes,250,0.351994946133529,2,1.2766281627619
161,0,0,Yes,1,0.351994946133529,2,3.11782266206614
162,0,0,Yes,2,0.351994946133529,2,2.56743898069171
163,0,0,Yes,5,0.351994946133529,2,1.9869173956511
164,0,0,Yes,10,0.351994946133529,2,1.68249522477493
165,0,0,Yes,25,0.351994946133529,2,1.44285252016014
166,0,0,Yes,50,0.351994946133529,2,1.36496803612531
167,0,0,Yes,100,0.351994946133529,2,1.32805936572078
168,0,0,Yes,250,0.351994946133529,2,1.30569450686187
169,0,0,Yes,1,0.351994946133529,2,3.11634418217656
170,0,0,Yes,2,0.351994946133529,2,2.56487402502502
171,0,0,Yes,5,0.351994946133529,2,1.98232925999432
172,0,0,Yes,10,0.351994946133529,2,1.67626934930994
173,0,0,Yes,25,0.351994946133529,2,1.43493401781653
174,0,0,Yes,50,0.351994946133529,2,1.35640539916415
175,0,0,Yes,100,0.351994946133529,2,1.31991687832675
176,0,0,Yes,250,0.351994946133529,2,1.2966066058119
177,0,0,Yes,1,0.351994946133529,2,3.09968427057603
178,0,0,Yes,2,0.351994946133529,2,2.53577598443608
179,0,0,Yes,5,0.351994946133529,2,1.92961190353299
180,0,0,Yes,10,0.351994946133529,2,1.60453840808861
181,0,0,Yes,25,0.351994946133529,2,1.34196936388696
182,0,0,Yes,50,0.351994946133529,2,1.25624243070196
183,0,0,Yes,100,0.351994946133529,2,1.21500600916403
184,0,0,Yes,250,0.351994946133529,2,1.18993043371413
185,0,0,Yes,1,0.351994946133529,2,3.10081195656134
186,0,0,Yes,2,0.351994946133529,2,2.5377570784098
187,0,0,Yes,5,0.351994946133529,2,1.93324101879512
188,0,0,Yes,10,0.351994946133529,2,1.60955809016375
189,0,0,Yes,25,0.351994946133529,2,1.34849138134453
190,0,0,Yes,50,0.351994946133529,2,1.26334615718057
191,0,0,Yes,100,0.351994946133529,2,1.22240768743642
192,0,0,Yes,250,0.351994946133529,2,1.19667897423123
193,8,8,No,8,-0.3988216142208,2,2.1472913539391
194,0,0,Yes,1,0.351994946133529,2,3.11523388599095
195,0,0,Yes,2,0.351994946133529,2,2.56294598155837
196,0,0,Yes,5,0.351994946133529,2,1.9788742905045
197,0,0,Yes,10,0.351994946133529,2,1.67157437275238
198,0,0,Yes,25,0.351994946133529,2,1.42895371897327
199,0,0,Yes,50,0.351994946133529,2,1.34993496005299
200,0,0,Yes,100,0.351994946133529,2,1.31320517346674
201,0,0,Yes,250,0.351994946133529,2,1.28973606656585
202,0,0,Yes,1,0.351994946133529,2,3.11671400712783
203,0,0,Yes,2,0.351994946133529,2,2.56551588098635
204,0,0,Yes,5,0.351994946133529,2,1.98347826894741
205,0,0,Yes,10,0.351994946133529,2,1.6778294558384
206,0,0,Yes,25,0.351994946133529,2,1.43691952953274
207,0,0,Yes,50,0.351994946133529,2,1.35855294184152
208,0,0,Yes,100,0.351994946133529,2,1.32214414002853
209,0,0,Yes,250,0.351994946133529,2,1.2988863356027
210,0,0,Yes,1,0.351994946133529,2,3.11782266206614
211,0,0,Yes,2,0.351994946133529,2,2.56743898069171
212,0,0,Yes,5,0.351994946133529,2,1.9869173956511
213,0,0,Yes,10,0.351994946133529,2,1.68249522477493
214,0,0,Yes,25,0.351994946133529,2,1.44285252016014
215,0,0,Yes,50,0.351994946133529,2,1.36496803612531
216,0,0,Yes,100,0.351994946133529,2,1.32805936572078
217,0,0,Yes,250,0.351994946133529,2,1.30569450686187
218,0,0,Yes,1,0.351994946133529,2,3.10817323715216
219,0,0,Yes,2,0.351994946133529,2,2.55064794865877
220,0,0,Yes,5,0.351994946133529,2,1.95710426630407
221,0,0,Yes,10,0.351994946133529,2,1.64185522894688
222,0,0,Yes,25,0.351994946133529,2,1.39091717877438
223,0,0,Yes,50,0.351994946133529,2,1.30870554609276
224,0,0,Yes,100,0.351994946133529,2,1.26961849346773
225,0,0,Yes,250,0.351994946133529,2,1.24589157479863
226,0,0,Yes,1,0.351994946133529,1,3.344347499666
227,0,0,Yes,2,0.351994946133529,1,2.8987473671162
228,0,0,Yes,5,0.351994946133529,1,2.48793774149295
229,0,0,Yes,10,0.351994946133529,1,2.30258119810378
230,0,0,Yes,25,0.351994946133529,1,2.17200420800649
231,0,0,Yes,50,0.351994946133529,1,2.13256087631423
232,0,0,Yes,100,0.351994946133529,1,2.11392129306009
233,0,0,Yes,250,0.351994946133529,1,2.10277232553742
234,5,1,No,1,-2.65127129528379,0,2.0911540067789
235,1,0,Yes,1,0.351994946133529,4,3.41730180487236
236,1,0,Yes,6,0.351994946133529,4,2.18960119002708
237,1,0,Yes,20,0.351994946133529,4,1.60005521644295
238,2,0,Yes,2,-0.0234133340436355,1,4.68986212940024
239,2,0,Yes,4,-0.0234133340436355,1,4.14257586214177
240,2,0,Yes,6,-0.0234133340436355,1,3.85919171951434
241,2,0,Yes,8,-0.0234133340436355,1,3.68487962802546
242,2,0,Yes,10,-0.0234133340436355,1,3.56356784019382
243,5,0,Yes,2,-0.0234133340436355,3,3.20105705328102
244,5,0,Yes,4,-0.0234133340436355,3,3.07339018369287
245,5,0,Yes,6,-0.0234133340436355,3,2.98798574935406
246,5,0,Yes,8,-0.0234133340436355,3,2.92685673845953
247,0,0,Yes,1,0.351994946133529,3,3.47311359241351
248,0,0,Yes,2,0.351994946133529,3,3.09314373368364
249,0,0,Yes,5,0.351994946133529,3,2.76846102883034
250,0,0,Yes,10,0.351994946133529,3,2.6315178167651
251,0,0,Yes,25,0.351994946133529,3,2.53951476202499
252,0,0,Yes,50,0.351994946133529,3,2.51214289787747
253,0,0,Yes,100,0.351994946133529,3,2.49965677102024
254,0,0,Yes,250,0.351994946133529,3,2.49208956943787
255,791,10,Yes,1,-3.77749613581528,4,0.836194050798366
256,150,1,Yes,1,0.727403226310693,4,1.89299655165594
257,1,0,Yes,1,0.351994946133529,4,3.2577594240499
258,1,0,Yes,6,0.351994946133529,4,1.83565192186337
259,1,0,Yes,20,0.351994946133529,4,0.966034554944087
260,0,0,Yes,1,0.351994946133529,4,3.12040475368062
261,0,0,Yes,2,0.351994946133529,4,2.57191188304501
262,0,0,Yes,5,0.351994946133529,4,1.99489632508608
263,0,0,Yes,10,0.351994946133529,4,1.69380962213785
264,0,0,Yes,25,0.351994946133529,4,1.45656078980745
265,0,0,Yes,50,0.351994946133529,4,1.38047827834733
266,0,0,Yes,100,0.351994946133529,4,1.34414809942686
267,0,0,Yes,250,0.351994946133529,4,1.32140227051309
268,0,0,Yes,1,0.351994946133529,4,3.11201942150819
269,0,0,Yes,2,0.351994946133529,4,2.55735510538748
270,0,0,Yes,5,0.351994946133529,4,1.9692140447277
271,0,0,Yes,10,0.351994946133529,4,1.65841591418683
272,0,0,Yes,25,0.351994946133529,4,1.41147364774521
273,0,0,Yes,50,0.351994946133529,4,1.33173869193433
274,0,0,Yes,100,0.351994946133529,4,1.29355885901222
275,0,0,Yes,250,0.351994946133529,4,1.27039977646785
276,0,0,Yes,1,0.351994946133529,4,3.11201942150819
277,0,0,Yes,2,0.351994946133529,4,2.55735510538748
278,0,0,Yes,5,0.351994946133529,4,1.9692140447277
279,0,0,Yes,10,0.351994946133529,4,1.65841591418683
280,0,0,Yes,25,0.351994946133529,4,1.41147364774521
281,0,0,Yes,50,0.351994946133529,4,1.33173869193433
282,0,0,Yes,100,0.351994946133529,4,1.29355885901222
283,0,0,Yes,250,0.351994946133529,4,1.27039977646785
284,0,0,Yes,1,0.351994946133529,3,3.38521878501187
285,0,0,Yes,2,0.351994946133529,3,2.87155888673069
286,0,0,Yes,5,0.351994946133529,3,2.35593879839972
287,0,0,Yes,10,0.351994946133529,3,2.10141244994683
288,0,0,Yes,25,0.351994946133529,3,1.91003099755435
289,0,0,Yes,50,0.351994946133529,3,1.84756235959807
290,0,0,Yes,100,0.351994946133529,3,1.81774189886571
291,0,0,Yes,250,0.351994946133529,3,1.79950524814415
292,0,0,Yes,1,0.351994946133529,3,3.38681939607132
293,0,0,Yes,2,0.351994946133529,3,2.87423270782452
294,0,0,Yes,5,0.351994946133529,3,2.3604125536462
295,0,0,Yes,10,0.351994946133529,3,2.10684089182181
296,0,0,Yes,25,0.351994946133529,3,1.9170098341121
297,0,0,Yes,50,0.351994946133529,3,1.85498939288957
298,0,0,Yes,100,0.351994946133529,3,1.82539288720126
299,0,0,Yes,250,0.351994946133529,3,1.80729649778856
300,1,0,Yes,5,-0.0234133340436355,2,3.27094486809479
301,1,0,Yes,10,-0.0234133340436355,2,2.82100674989581
302,1,0,Yes,15,-0.0234133340436355,2,2.61108808050293
303,1,0,Yes,20,-0.0234133340436355,2,2.48678139019782
304,0,0,Yes,1,-4.15290441599244,4,2.71833819671003
305,0,0,Yes,2,-4.15290441599244,4,2.31913583025252
306,0,0,Yes,3,-4.15290441599244,4,2.13519553691008
307,0,0,Yes,5,-4.15290441599244,4,1.96649236848681
308,0,0,Yes,10,-4.15290441599244,4,1.8132138202592
309,0,0,Yes,20,-4.15290441599244,4,1.72749899169147
310,0,0,Yes,1,0.351994946133529,3,3.37537063650145
311,0,0,Yes,2,0.351994946133529,3,2.85504387988774
312,0,0,Yes,5,0.351994946133529,3,2.32812539921748
313,0,0,Yes,10,0.351994946133529,3,2.0653905657569
314,0,0,Yes,25,0.351994946133529,3,1.86624275019888
315,0,0,Yes,50,0.351994946133529,3,1.80134395208207
316,0,0,Yes,100,0.351994946133529,3,1.76961667549813
317,0,0,Yes,250,0.351994946133529,3,1.75047226033354
318,100,1,Yes,1,-0.3988216142208,0,1.49845981720937
319,3223,1,Yes,1,-0.3988216142208,0,0.973418975374094
320,1384,10,Yes,1,-1.14963817457513,0,1.21087016924467
321,18,0,Yes,10,-0.3988216142208,2,3.14478748957853
322,18,0,Yes,15,-0.3988216142208,2,2.94487405711257
323,18,0,Yes,20,-0.3988216142208,2,2.82761130732116
324,18,0,Yes,25,-0.3988216142208,2,2.74995812226322
325,18,0,Yes,30,-0.3988216142208,2,2.69474845615266
326,4,0,Yes,1,-1.14963817457513,2,5.56396640029285
327,4,0,Yes,2,-1.14963817457513,2,4.96013025139455
328,4,0,Yes,3,-1.14963817457513,2,4.63665857662922
329,0,0,Yes,1,0.351994946133529,2,3.1351540211099
330,0,0,Yes,2,0.351994946133529,2,2.59730170073888
331,0,0,Yes,5,0.351994946133529,2,2.03966977338898
332,0,0,Yes,10,0.351994946133529,2,1.75384910017972
333,0,0,Yes,25,0.351994946133529,2,1.53208267599888
334,0,0,Yes,50,0.351994946133529,2,1.46173395320344
335,0,0,Yes,100,0.351994946133529,2,1.42828702828105
336,0,0,Yes,250,0.351994946133529,2,1.40739602049044
337,0,0,Yes,1,0.351994946133529,2,3.13841570268365
338,0,0,Yes,2,0.351994946133529,2,2.60288028984326
339,0,0,Yes,5,0.351994946133529,2,2.04939276141496
340,0,0,Yes,10,0.351994946133529,2,1.76629275055183
341,0,0,Yes,25,0.351994946133529,2,1.54818372117011
342,0,0,Yes,50,0.351994946133529,2,1.4783642680506
343,0,0,Yes,100,0.351994946133529,2,1.44613347925271
344,0,0,Yes,250,0.351994946133529,2,1.42561581183754
345,0,0,Yes,1,0.351994946133529,2,3.12798940189066
346,0,0,Yes,2,0.351994946133529,2,2.58500205346372
347,0,0,Yes,5,0.351994946133529,2,2.01808840713444
348,0,0,Yes,10,0.351994946133529,2,1.72502367673107
349,0,0,Yes,25,0.351994946133529,2,1.49596984738364
350,0,0,Yes,50,0.351994946133529,2,1.42293744088122
351,0,0,Yes,100,0.351994946133529,2,1.38814410958267
352,0,0,Yes,250,0.351994946133529,2,1.36709728815727
353,0,0,Yes,1,0.351994946133529,2,3.12506022933492
354,0,0,Yes,2,0.351994946133529,2,2.57995519751341
355,0,0,Yes,5,0.351994946133529,2,2.00917452031386
356,0,0,Yes,10,0.351994946133529,2,1.71305612116284
357,0,0,Yes,25,0.351994946133529,2,1.48089840741338
358,0,0,Yes,50,0.351994946133529,2,1.40671479649537
359,0,0,Yes,100,0.351994946133529,2,1.37134223915632
360,0,0,Yes,250,0.351994946133529,2,1.34993496005299
361,0,0,Yes,1,0.351994946133529,2,3.12798940189066
362,0,0,Yes,2,0.351994946133529,2,2.58500205346372
363,0,0,Yes,5,0.351994946133529,2,2.01808840713444
364,0,0,Yes,10,0.351994946133529,2,1.72502367673107
365,0,0,Yes,25,0.351994946133529,2,1.49596984738364
366,0,0,Yes,50,0.351994946133529,2,1.42293744088122
367,0,0,Yes,100,0.351994946133529,2,1.38814410958267
368,0,0,Yes,250,0.351994946133529,2,1.36709728815727
369,0,0,Yes,1,0.351994946133529,4,3.11239084902974
370,0,0,Yes,2,0.351994946133529,4,2.55800180403509
371,0,0,Yes,5,0.351994946133529,4,1.97037821360777
372,0,0,Yes,10,0.351994946133529,4,1.66000410179547
373,0,0,Yes,25,0.351994946133529,4,1.41350624313343
374,0,0,Yes,50,0.351994946133529,4,1.33393980717384
375,0,0,Yes,100,0.351994946133529,4,1.29584553949085
376,0,0,Yes,250,0.351994946133529,4,1.27273996971243
377,0,0,Yes,5,-6.40535409705543,3,2.96859362756563
378,0,0,Yes,10,-6.40535409705543,3,2.63191818142257
379,0,0,Yes,15,-6.40535409705543,3,2.48886186074607
380,0,0,Yes,20,-6.40535409705543,3,2.40859678789638
381,1,0,Yes,1,0.351994946133529,4,2.58416267762464
382,1,0,Yes,2,0.351994946133529,4,2.25617306841094
383,1,0,Yes,3,0.351994946133529,4,2.15150673879028
384,1,0,Yes,4,0.351994946133529,4,2.0028120948205
385,1,0,Yes,5,0.351994946133529,4,1.90175775625862
386,1,0,Yes,1,0.351994946133529,2,3.28468834313833
387,1,0,Yes,2,0.351994946133529,2,2.80396500086519
388,1,0,Yes,5,0.351994946133529,2,2.34159381217846
389,1,0,Yes,10,0.351994946133529,2,2.12328451331646
390,1,0,Yes,25,0.351994946133529,2,1.96493379261585
391,1,0,Yes,50,0.351994946133529,2,1.91619131792158
392,1,0,Yes,100,0.351994946133529,2,1.89341549704248
393,1,0,Yes,250,0.351994946133529,2,1.87949677735934
394,0,0,Yes,1,0.351994946133529,4,3.11917601772069
395,0,0,Yes,2,0.351994946133529,4,2.56978442455027
396,0,0,Yes,5,0.351994946133529,4,1.99110477372166
397,0,0,Yes,10,0.351994946133529,4,1.6881684253195
398,0,0,Yes,25,0.351994946133529,4,1.45005647339238
399,0,0,Yes,50,0.351994946133529,4,1.37275322788662
400,0,0,Yes,100,0.351994946133529,4,1.33613608814389
401,0,0,Yes,250,0.351994946133529,4,1.31395314686777
402,2,0,Yes,3,-0.774229894397964,2,3.94147251809638
403,2,0,Yes,5,-0.774229894397964,2,3.50730148773889
404,2,0,Yes,10,-0.774229894397964,2,2.99872212964009
405,0,1,No,1,-7.15617065740976,2,0.65998940910945
406,300,1,Yes,1,-7.15617065740976,2,1.09592678098667
407,450,1,No,1,-1.52504645475229,1,2.34719689582493
408,100,40,No,40,0.727403226310693,2,1.39644035349885
409,1,0,Yes,1,0.351994946133529,3,3.24613194440672
410,1,0,Yes,2,0.351994946133529,3,2.74084594700114
411,1,0,Yes,5,0.351994946133529,3,2.23912609556952
412,1,0,Yes,10,0.351994946133529,3,1.99413916401008
413,1,0,Yes,25,0.351994946133529,3,1.81230573890899
414,1,0,Yes,50,0.351994946133529,3,1.75481182082539
415,1,0,Yes,100,0.351994946133529,3,1.72799332026987
416,1,0,Yes,250,0.351994946133529,3,1.71155005595471
417,0,0,Yes,1,0.351994946133529,3,3.45640512363194
418,0,0,Yes,2,0.351994946133529,3,2.98784555482551
419,0,0,Yes,5,0.351994946133529,3,2.54389550204136
420,0,0,Yes,10,0.351994946133529,3,2.33757230081726
421,0,0,Yes,25,0.351994946133529,3,2.18960119002708
422,0,0,Yes,50,0.351994946133529,3,2.14305812436959
423,0,0,Yes,100,0.351994946133529,3,2.12095191447132
424,0,0,Yes,250,0.351994946133529,3,2.10717919299833
425,300,1,Yes,1,0.727403226310693,3,1.98041130636861
426,300,1,Yes,1,0.727403226310693,3,2.03640765518114
427,0,1,No,1,-4.15290441599244,2,2.54433252239118
428,6,0,Yes,3,-5.6545375367011,2,2.98812592423085
429,6,0,Yes,5,-5.6545375367011,2,2.78112613287428
430,6,0,Yes,10,-5.6545375367011,2,2.59190015199059
431,6,0,Yes,15,-5.6545375367011,2,2.51978433580988
432,0,0,Yes,10,-4.15290441599244,2,3.16189726642691
433,0,0,Yes,15,-4.15290441599244,2,3.00315031637119
434,0,0,Yes,20,-4.15290441599244,2,2.91320300237303
435,0,0,Yes,25,-4.15290441599244,2,2.83531633168073
436,1,0,Yes,1,0.351994946133529,4,3.14956964445525
437,1,0,Yes,2,0.351994946133529,4,2.62186066063826
438,1,0,Yes,5,0.351994946133529,4,2.08217742838334
439,1,0,Yes,10,0.351994946133529,4,1.80957653667966
440,1,0,Yes,25,0.351994946133529,4,1.60173876954085
441,1,0,Yes,50,0.351994946133529,4,1.53568315659155
442,1,0,Yes,100,0.351994946133529,4,1.504657751328
443,1,0,Yes,250,0.351994946133529,4,1.4859475015419
444,0,0,Yes,1,0.351994946133529,2,3.10393776165624
445,0,0,Yes,2,0.351994946133529,2,2.54323961320762
446,0,0,Yes,5,0.351994946133529,2,1.94325333337718
447,0,0,Yes,10,0.351994946133529,2,1.62282201285736
448,0,0,Yes,25,0.351994946133529,2,1.36638804110673
449,0,0,Yes,50,0.351994946133529,2,1.28204635912987
450,0,0,Yes,100,0.351994946133529,2,1.24188177269062
451,0,0,Yes,250,0.351994946133529,2,1.21747932745629
452,151,0,Yes,1,0.351994946133529,3,3.34316888501843
453,151,0,Yes,2,0.351994946133529,3,2.89690643702503
454,151,0,Yes,5,0.351994946133529,3,2.48516024867983
455,151,0,Yes,10,0.351994946133529,3,2.29895795120377
456,151,0,Yes,25,0.351994946133529,3,2.16819279929031
457,151,0,Yes,50,0.351994946133529,3,2.12826469257688
458,151,0,Yes,100,0.351994946133529,3,2.10988149017527
459,151,0,Yes,250,0.351994946133529,3,2.09868713837525
460,1,0,Yes,1,0.351994946133529,4,3.16378040729878
461,1,0,Yes,2,0.351994946133529,4,2.64583090733067
462,1,0,Yes,5,0.351994946133529,4,2.12295161784855
